participantID,videoID,videoURL
P21,V045,https://www.tiktok.com/@antonio.tajani/video/7372617153725484321
P21,V168,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7375615444239142176
P21,V014,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7367692228522741024
P21,V219,https://www.tiktok.com/@fratelliditalia/video/7367337337803607329
P22,V208,https://www.tiktok.com/@matteosalviniufficiale/video/7378124822963817760
P22,V199,https://www.tiktok.com/@matteosalviniufficiale/video/7377830079935696161
P22,V135,https://www.tiktok.com/@carlocalendaofficial/video/7376605222497520929
P22,V203,https://www.tiktok.com/@piueuropaofficial/video/7377737829981457697
P22,V094,https://www.tiktok.com/@matteosalviniufficiale/video/7374758643830459680
P22,V152,https://www.tiktok.com/@matteosalviniufficiale/video/7377041828383657248
P22,V168,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7375615444239142176
P22,V008,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7370439533835357472
P22,V116,https://www.tiktok.com/@fratelliditalia/video/7375959030348401953
P22,V157,https://www.tiktok.com/@piueuropaofficial/video/7377091471121419553
P22,V235,https://www.tiktok.com/@fratelliditalia/video/7368508586487549216
P22,V169,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7375525361355935009
P22,V131,https://www.tiktok.com/@matteosalviniufficiale/video/7376378787061058849
P22,V058,https://www.tiktok.com/@europaverde/video/7373251756647615777
P22,V230,https://www.tiktok.com/@matteorenziufficiale/video/7367646741702774049
P23,V148,https://www.tiktok.com/@carlocalendaofficial/video/7376898905214160160
P23,V240,https://www.tiktok.com/@matteosalviniufficiale/video/7368182745253661985
P23,V009,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7370318987940384033
P23,V069,https://www.tiktok.com/@matteosalviniufficiale/video/7373414236137016608
P23,V003,https://www.tiktok.com/@antonio.tajani/video/7370767387559284000
P23,V166,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7376654062864928032
P23,V172,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7374415815484951841
P23,V079,https://www.tiktok.com/@partitodemocratico/video/7373978342560779553
P23,V233,https://www.tiktok.com/@matteosalviniufficiale/video/7368118008369220896
P23,V146,https://www.tiktok.com/@antonio.tajani/video/7377075697895886113
P23,V172,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7374415815484951841
P23,V055,https://www.tiktok.com/@matteosalviniufficiale/video/7373021630093643041
P23,V059,https://www.tiktok.com/@carlocalendaofficial/video/7373222178587790624
P23,V183,https://www.tiktok.com/@matteosalviniufficiale/video/7377373999174569249
P23,V191,https://www.tiktok.com/@carlocalendaofficial/video/7377686214545018144
P24,V005,https://www.tiktok.com/@giuseppeconte_it/video/7369947281069526304
P24,V106,https://www.tiktok.com/@carlocalendaofficial/video/7375634758929304865
P24,V165,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7376709005047057696
P24,V171,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7375061698224344352
P24,V112,https://www.tiktok.com/@matteosalviniufficiale/video/7375593379058437408
P24,V160,https://www.tiktok.com/@antonio.tajani/video/7377376686498778400
P24,V019,https://www.tiktok.com/@movimento5stelle_/video/7367396866700447009
P24,V091,https://www.tiktok.com/@fratelliditalia/video/7374737508652895521
P24,V214,https://www.tiktok.com/@fratelliditalia/video/7366561858410581280
P24,V090,https://www.tiktok.com/@fratelliditalia/video/7374827212136058144
P24,V020,https://www.tiktok.com/@carlocalendaofficial/video/7371492574474816801
P24,V114,https://www.tiktok.com/@piueuropaofficial/video/7375503268811754785
P24,V119,https://www.tiktok.com/@fratelliditalia/video/7375879627350314272
P24,V174,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7374021488522824992
P24,V167,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7375892954185026848
P25,V046,https://www.tiktok.com/@carlocalendaofficial/video/7372558656501452064
P25,V031,https://www.tiktok.com/@partitodemocratico/video/7371754633871576352
P25,V187,https://www.tiktok.com/@antonio.tajani/video/7377705808882126113
P25,V147,https://www.tiktok.com/@antonio.tajani/video/7376968849599515936
P25,V165,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7376709005047057696
P25,V071,https://www.tiktok.com/@piueuropaofficial/video/7373702938281217313
P25,V103,https://www.tiktok.com/@matteosalviniufficiale/video/7375197906871029025
